r(cm),T_mean(K),T_rms(K),fv_mean(ppm),fv_rms(ppm),
4.6,733.28,429.55,0.60906,1.3046
4.8,713.43,421.27,0.58145,1.2657
5,695.09,413,0.55725,1.2318
5.2,677.28,404.73,0.53436,1.1992
5.4,660.73,396.42,0.5138,1.1688
5.6,644.83,388.13,0.49466,1.1395
5.8,629.51,379.71,0.47606,1.1089
6,614.76,371.13,0.45737,1.0767
6.2,600.18,362.52,0.43882,1.0432
6.4,586.26,353.78,0.42039,1.0074
6.6,572.48,345.2,0.40131,0.97029
6.8,559.2,336.68,0.38378,0.93441
7,546.03,328.11,0.36646,0.89853
7.2,532.74,319.17,0.3495,0.8627
7.4,518.77,308.94,0.33287,0.82622
7.6,504.8,298.72,0.31627,0.7899
7.8,492.9,289.37,0.30195,0.75836
8,481,280.03,0.28763,0.72683
8.2,469.31,270.83,0.27331,0.69597
8.4,458.5,262.22,0.25894,0.66784
8.6,447.69,253.62,0.24457,0.6397
8.8,437.18,245.08,0.23024,0.61193
9,427.68,236.76,0.21593,0.58516
9.2,418.18,228.44,0.20161,0.55839
9.4,408.79,220.05,0.18741,0.53176
9.6,400.39,211.14,0.17407,0.50606
9.8,391.98,202.22,0.16072,0.48036
10,383.57,193.31,0.14738,0.45466
10.2,376.17,183.83,0.13531,0.42932
10.4,368.98,174.23,0.12351,0.40409
10.6,361.78,164.63,0.11172,0.37887
10.8,355.14,155.16,0.10077,0.35451
11,349.45,145.91,0.091286,0.33171
11.2,343.77,136.67,0.081798,0.30891
11.4,338.07,127.42,0.072309,0.28611
11.6,333.64,119.31,0.065024,0.2684
11.8,329.66,111.63,0.058549,0.25256
12,325.69,103.94,0.052076,0.23673
12.2,321.71,96.26,0.045602,0.22089
12.4,319.1,90.071,0.041094,0.20826
12.6,316.65,84.048,0.036809,0.19602
12.8,314.19,78.025,0.032523,0.18378
13,311.74,72.002,0.028238,0.17154
13.2,310.16,66.763,0.025289,0.1601
13.4,308.71,61.64,0.022545,0.14878
13.6,307.26,56.518,0.0198,0.13747
13.8,305.81,51.396,0.017055,0.12615
14,304.73,46.679,0.014933,0.11549
14.2,303.87,42.212,0.013184,0.10526
14.4,303.01,37.745,0.011435,0.095021
14.6,302.15,33.278,0.0096863,0.084786
14.8,301.35,28.956,0.0080386,0.074763
15,300.87,25.397,0.0069188,0.065813
15.2,300.38,21.838,0.0057991,0.056862
15.4,299.89,18.279,0.0046793,0.047912
15.6,299.4,14.721,0.0035596,0.038962
15.8,299.05,11.865,0.0027322,0.031691
16,298.85,9.8459,0.0022514,0.026384
16.2,298.66,7.8274,0.0017706,0.021076
16.4,298.46,5.8087,0.0012899,0.015769
16.6,298.26,3.7902,0.0008091,0.010462
16.8,298.15,2.5467,0.00052106,0.0071712
17,298.11,2.067,0.00042271,0.0058475
17.2,298.07,1.5874,0.00032434,0.0045237
17.4,298.04,1.1078,0.00022598,0.0031999
17.6,298,0.62821,0.00012763,0.0018761
17.8,297.98,0.2713,5.467e-05,0.00088665
18,297.98,0.22328,4.4701e-05,0.00072577
18.2,297.97,0.17526,3.4732e-05,0.0005649
18.4,297.97,0.12724,2.4763e-05,0.00040401
18.6,297.97,0.079212,1.4794e-05,0.00024314
18.8,297.97,0.031189,4.8253e-06,8.226e-05
19,297.97,0.019244,2.498e-06,4.3943e-05
19.2,297.97,0.016509,2.0142e-06,3.5425e-05
19.4,297.97,0.013774,1.5304e-06,2.6907e-05
19.6,297.97,0.011039,1.0465e-06,1.8389e-05
19.8,297.97,0.0083044,5.627e-07,9.8711e-06
20,297.97,0.0056307,9.5026e-08,1.6329e-06
